iso3;ECO_NAME;from;to;ef_soc;ef_biomass_above;ef_biomass_below;ef_biomass;pools_covered
VNM;Southern Vietnam lowland dry forests;cropland;other;-1,492381163;;;;soc only
VNM;Southern Vietnam lowland dry forests;cropland;otherland;;-28,23370808;-21,67723454;-49,91094261;biomass only
VNM;Southern Vietnam lowland dry forests;cropland;pasture;-1,192613724;-2,24111893;-1,99650597;-4,2376249;soc + biomass
VNM;Southern Vietnam lowland dry forests;forest;cropland;;43,96482324;11,28463435;55,24945758;biomass only
VNM;Southern Vietnam lowland dry forests;forest;nonveg;;55,57221989;13,69832239;69,27054227;biomass only
VNM;Southern Vietnam lowland dry forests;forest;otherland;;15,73111516;-10,39260019;5,338514971;biomass only
VNM;Southern Vietnam lowland dry forests;forest;pasture;;41,72370431;9,288128375;51,01183268;biomass only
VNM;Southern Vietnam lowland dry forests;nonveg;cropland;;-11,60739665;-2,413688041;-14,02108469;biomass only
VNM;Southern Vietnam lowland dry forests;nonveg;forest;;-55,57221989;-13,69832239;-69,27054227;biomass only
VNM;Southern Vietnam lowland dry forests;nonveg;otherland;;-39,84110472;-24,09092258;-63,9320273;biomass only
VNM;Southern Vietnam lowland dry forests;nonveg;pasture;;-13,84851558;-4,410194011;-18,25870959;biomass only
VNM;Southern Vietnam lowland dry forests;other;cropland;1,492381163;;;;soc only
VNM;Southern Vietnam lowland dry forests;other;pasture;0,299767439;;;;soc only
VNM;Southern Vietnam lowland dry forests;otherland;cropland;;28,23370808;21,67723454;49,91094261;biomass only
VNM;Southern Vietnam lowland dry forests;otherland;forest;;-15,73111516;10,39260019;-5,338514971;biomass only
VNM;Southern Vietnam lowland dry forests;otherland;nonveg;;39,84110472;24,09092258;63,9320273;biomass only
VNM;Southern Vietnam lowland dry forests;otherland;pasture;;25,99258915;19,68072857;45,67331771;biomass only
VNM;Southern Vietnam lowland dry forests;pasture;cropland;1,192613724;2,24111893;1,99650597;4,2376249;soc + biomass
VNM;Southern Vietnam lowland dry forests;pasture;forest;;-41,72370431;-9,288128375;-51,01183268;biomass only
VNM;Southern Vietnam lowland dry forests;pasture;nonveg;;13,84851558;4,410194011;18,25870959;biomass only
VNM;Southern Vietnam lowland dry forests;pasture;other;-0,299767439;;;;soc only
VNM;Southern Vietnam lowland dry forests;pasture;otherland;;-25,99258915;-19,68072857;-45,67331771;biomass only
VNM;Tonle Sap freshwater swamp forests;cropland;forest;;-27,07196281;-7,972828984;-35,04479179;biomass only
VNM;Tonle Sap freshwater swamp forests;cropland;nonveg;;8,478666544;1,357746316;9,83641286;biomass only
VNM;Tonle Sap freshwater swamp forests;cropland;other;-2,157675579;;;;soc only
VNM;Tonle Sap freshwater swamp forests;cropland;otherland;;-15,90226388;-26,46607214;-42,36833601;biomass only
VNM;Tonle Sap freshwater swamp forests;cropland;pasture;-0,527456504;-1,375959558;-1,321032746;-2,696992304;soc + biomass
VNM;Tonle Sap freshwater swamp forests;forest;cropland;;27,07196281;7,972828984;35,04479179;biomass only
VNM;Tonle Sap freshwater swamp forests;forest;nonveg;;35,55062935;9,3305753;44,88120465;biomass only
VNM;Tonle Sap freshwater swamp forests;forest;otherland;;11,16969893;-18,49324315;-7,32354422;biomass only
VNM;Tonle Sap freshwater swamp forests;forest;pasture;;25,69600325;6,651796237;32,34779949;biomass only
VNM;Tonle Sap freshwater swamp forests;nonveg;cropland;;-8,478666544;-1,357746316;-9,83641286;biomass only
VNM;Tonle Sap freshwater swamp forests;nonveg;forest;;-35,55062935;-9,3305753;-44,88120465;biomass only
VNM;Tonle Sap freshwater swamp forests;nonveg;otherland;;-24,38093042;-27,82381845;-52,20474887;biomass only
VNM;Tonle Sap freshwater swamp forests;nonveg;pasture;;-9,854626102;-2,678779062;-12,53340516;biomass only
VNM;Tonle Sap freshwater swamp forests;other;cropland;2,157675579;;;;soc only
VNM;Tonle Sap freshwater swamp forests;other;pasture;1,630219074;;;;soc only
VNM;Tonle Sap freshwater swamp forests;otherland;cropland;;15,90226388;26,46607214;42,36833601;biomass only
VNM;Tonle Sap freshwater swamp forests;otherland;forest;;-11,16969893;18,49324315;7,32354422;biomass only
VNM;Tonle Sap freshwater swamp forests;otherland;nonveg;;24,38093042;27,82381845;52,20474887;biomass only
VNM;Tonle Sap freshwater swamp forests;otherland;pasture;;14,52630432;25,14503939;39,67134371;biomass only
VNM;Tonle Sap freshwater swamp forests;pasture;cropland;0,527456504;1,375959558;1,321032746;2,696992304;soc + biomass
VNM;Tonle Sap freshwater swamp forests;pasture;forest;;-25,69600325;-6,651796237;-32,34779949;biomass only
VNM;Tonle Sap freshwater swamp forests;pasture;nonveg;;9,854626102;2,678779062;12,53340516;biomass only
VNM;Tonle Sap freshwater swamp forests;pasture;other;-1,630219074;;;;soc only
VNM;Tonle Sap freshwater swamp forests;pasture;otherland;;-14,52630432;-25,14503939;-39,67134371;biomass only
VNM;Tonle Sap-Mekong peat swamp forests;cropland;forest;;-13,0384267;-4,848742613;-17,88716931;biomass only
VNM;Tonle Sap-Mekong peat swamp forests;cropland;nonveg;;5,736436765;0,935786228;6,672222993;biomass only
VNM;Tonle Sap-Mekong peat swamp forests;cropland;other;-0,770805045;;;;soc only
VNM;Tonle Sap-Mekong peat swamp forests;cropland;otherland;;-12,31051627;-21,42955682;-33,74007309;biomass only
VNM;Tonle Sap-Mekong peat swamp forests;cropland;pasture;-0,211720337;-5,235957921;-2,516221806;-7,752179727;soc + biomass
VNM;Tonle Sap-Mekong peat swamp forests;forest;cropland;;13,0384267;4,848742613;17,88716931;biomass only
VNM;Tonle Sap-Mekong peat swamp forests;forest;nonveg;;18,77486346;5,784528841;24,5593923;biomass only
VNM;Tonle Sap-Mekong peat swamp forests;forest;otherland;;0,727910422;-16,5808142;-15,85290378;biomass only
VNM;Tonle Sap-Mekong peat swamp forests;forest;pasture;;7,802468774;2,332520808;10,13498958;biomass only
VNM;Tonle Sap-Mekong peat swamp forests;nonveg;cropland;;-5,736436765;-0,935786228;-6,672222993;biomass only
VNM;Tonle Sap-Mekong peat swamp forests;nonveg;forest;;-18,77486346;-5,784528841;-24,5593923;biomass only
VNM;Tonle Sap-Mekong peat swamp forests;nonveg;otherland;;-18,04695304;-22,36534305;-40,41229609;biomass only
VNM;Tonle Sap-Mekong peat swamp forests;nonveg;pasture;;-10,97239469;-3,452008033;-14,42440272;biomass only
VNM;Tonle Sap-Mekong peat swamp forests;other;cropland;0,770805045;;;;soc only
VNM;Tonle Sap-Mekong peat swamp forests;other;pasture;0,559084708;;;;soc only
VNM;Tonle Sap-Mekong peat swamp forests;otherland;cropland;;12,31051627;21,42955682;33,74007309;biomass only
VNM;Tonle Sap-Mekong peat swamp forests;otherland;forest;;-0,727910422;16,5808142;15,85290378;biomass only
VNM;Tonle Sap-Mekong peat swamp forests;otherland;nonveg;;18,04695304;22,36534305;40,41229609;biomass only
VNM;Tonle Sap-Mekong peat swamp forests;otherland;pasture;;7,074558352;18,91333501;25,98789337;biomass only
VNM;Tonle Sap-Mekong peat swamp forests;pasture;cropland;0,211720337;5,235957921;2,516221806;7,752179727;soc + biomass
VNM;Tonle Sap-Mekong peat swamp forests;pasture;forest;;-7,802468774;-2,332520808;-10,13498958;biomass only
VNM;Tonle Sap-Mekong peat swamp forests;pasture;nonveg;;10,97239469;3,452008033;14,42440272;biomass only
VNM;Tonle Sap-Mekong peat swamp forests;pasture;other;-0,559084708;;;;soc only
VNM;Tonle Sap-Mekong peat swamp forests;pasture;otherland;;-7,074558352;-18,91333501;-25,98789337;biomass only
VUT;;cropland;forest;;-17,70629347;-3,343788923;-21,0500824;biomass only
VUT;;cropland;nonveg;;11,41859545;4,395658545;15,81425399;biomass only
VUT;;cropland;other;-2,723346828;;;;soc only
VUT;;cropland;otherland;;1,994274487;1,878868428;3,873142915;biomass only
VUT;;cropland;pasture;-0,453890063;1,994274487;1,878868428;3,873142915;soc + biomass
VUT;;forest;cropland;;17,70629347;3,343788923;21,0500824;biomass only
VUT;;forest;nonveg;;29,12488892;7,739447468;36,86433639;biomass only
VUT;;forest;otherland;;19,70056796;5,222657351;24,92322531;biomass only
VUT;;forest;pasture;;19,70056796;5,222657351;24,92322531;biomass only
VUT;;nonveg;cropland;;-11,41859545;-4,395658545;-15,81425399;biomass only
VUT;;nonveg;forest;;-29,12488892;-7,739447468;-36,86433639;biomass only
VUT;;nonveg;otherland;;-9,424320962;-2,516790117;-11,94111108;biomass only
VUT;;nonveg;pasture;;-9,424320962;-2,516790117;-11,94111108;biomass only
VUT;;other;cropland;2,723346828;;;;soc only
VUT;;other;pasture;2,269456765;;;;soc only
VUT;;otherland;cropland;;-1,994274487;-1,878868428;-3,873142915;biomass only
VUT;;otherland;forest;;-19,70056796;-5,222657351;-24,92322531;biomass only
VUT;;otherland;nonveg;;9,424320962;2,516790117;11,94111108;biomass only
VUT;;otherland;pasture;;0;0;0;biomass only
VUT;;pasture;cropland;0,453890063;-1,994274487;-1,878868428;-3,873142915;soc + biomass
VUT;;pasture;forest;;-19,70056796;-5,222657351;-24,92322531;biomass only
VUT;;pasture;nonveg;;9,424320962;2,516790117;11,94111108;biomass only
VUT;;pasture;other;-2,269456765;;;;soc only
VUT;;pasture;otherland;;0;0;0;biomass only
VUT;Vanuatu rain forests;cropland;forest;;-15,10832083;-3,200643499;-18,30896433;biomass only
VUT;Vanuatu rain forests;cropland;nonveg;;37,45696703;9,786474148;47,24344118;biomass only
VUT;Vanuatu rain forests;cropland;other;0,290673284;;;;soc only
VUT;Vanuatu rain forests;cropland;otherland;;12,29558552;3,404369374;15,6999549;biomass only
VUT;Vanuatu rain forests;cropland;pasture;0,092397538;13,16640228;3,795120798;16,96152308;soc + biomass
VUT;Vanuatu rain forests;forest;cropland;;15,10832083;3,200643499;18,30896433;biomass only
VUT;Vanuatu rain forests;forest;nonveg;;52,56528786;12,98711765;65,5524055;biomass only
VUT;Vanuatu rain forests;forest;otherland;;27,40390635;6,605012873;34,00891922;biomass only
VUT;Vanuatu rain forests;forest;pasture;;28,27472311;6,995764297;35,2704874;biomass only
VUT;Vanuatu rain forests;nonveg;cropland;;-37,45696703;-9,786474148;-47,24344118;biomass only
VUT;Vanuatu rain forests;nonveg;forest;;-52,56528786;-12,98711765;-65,5524055;biomass only
VUT;Vanuatu rain forests;nonveg;otherland;;-25,16138151;-6,382104774;-31,54348628;biomass only
VUT;Vanuatu rain forests;nonveg;pasture;;-24,29056475;-5,99135335;-30,2819181;biomass only
VUT;Vanuatu rain forests;other;cropland;-0,290673284;;;;soc only
VUT;Vanuatu rain forests;other;pasture;-0,198275746;;;;soc only
VUT;Vanuatu rain forests;otherland;cropland;;-12,29558552;-3,404369374;-15,6999549;biomass only
VUT;Vanuatu rain forests;otherland;forest;;-27,40390635;-6,605012873;-34,00891922;biomass only
VUT;Vanuatu rain forests;otherland;nonveg;;25,16138151;6,382104774;31,54348628;biomass only
VUT;Vanuatu rain forests;otherland;pasture;;0,870816757;0,390751424;1,261568181;biomass only
VUT;Vanuatu rain forests;pasture;cropland;-0,092397538;-13,16640228;-3,795120798;-16,96152308;soc + biomass
VUT;Vanuatu rain forests;pasture;forest;;-28,27472311;-6,995764297;-35,2704874;biomass only
VUT;Vanuatu rain forests;pasture;nonveg;;24,29056475;5,99135335;30,2819181;biomass only
VUT;Vanuatu rain forests;pasture;other;0,198275746;;;;soc only
VUT;Vanuatu rain forests;pasture;otherland;;-0,870816757;-0,390751424;-1,261568181;biomass only
WSM;Samoan tropical moist forests;cropland;forest;;-2,968112155;-0,746582627;-3,714694782;biomass only
WSM;Samoan tropical moist forests;cropland;nonveg;;56,86605222;13,92488907;70,79094129;biomass only
WSM;Samoan tropical moist forests;cropland;other;0;;;;soc only
WSM;Samoan tropical moist forests;cropland;otherland;;15,4834205;3,447024957;18,93044545;biomass only
WSM;Samoan tropical moist forests;cropland;pasture;0;11,61665324;2,840987615;14,45764085;soc + biomass
WSM;Samoan tropical moist forests;forest;cropland;;2,968112155;0,746582627;3,714694782;biomass only
WSM;Samoan tropical moist forests;forest;nonveg;;59,83416438;14,6714717;74,50563607;biomass only
WSM;Samoan tropical moist forests;forest;otherland;;18,45153265;4,193607584;22,64514024;biomass only
WSM;Samoan tropical moist forests;forest;pasture;;14,58476539;3,587570242;18,17233563;biomass only
WSM;Samoan tropical moist forests;nonveg;cropland;;-56,86605222;-13,92488907;-70,79094129;biomass only
WSM;Samoan tropical moist forests;nonveg;forest;;-59,83416438;-14,6714717;-74,50563607;biomass only
WSM;Samoan tropical moist forests;nonveg;otherland;;-41,38263172;-10,47786411;-51,86049584;biomass only
WSM;Samoan tropical moist forests;nonveg;pasture;;-45,24939898;-11,08390145;-56,33330044;biomass only
WSM;Samoan tropical moist forests;other;cropland;0;;;;soc only
WSM;Samoan tropical moist forests;other;pasture;0;;;;soc only
WSM;Samoan tropical moist forests;otherland;cropland;;-15,4834205;-3,447024957;-18,93044545;biomass only
WSM;Samoan tropical moist forests;otherland;forest;;-18,45153265;-4,193607584;-22,64514024;biomass only
WSM;Samoan tropical moist forests;otherland;nonveg;;41,38263172;10,47786411;51,86049584;biomass only
WSM;Samoan tropical moist forests;otherland;pasture;;-3,866767259;-0,606037342;-4,472804602;biomass only
WSM;Samoan tropical moist forests;pasture;cropland;0;-11,61665324;-2,840987615;-14,45764085;soc + biomass
WSM;Samoan tropical moist forests;pasture;forest;;-14,58476539;-3,587570242;-18,17233563;biomass only
WSM;Samoan tropical moist forests;pasture;nonveg;;45,24939898;11,08390145;56,33330044;biomass only
WSM;Samoan tropical moist forests;pasture;other;0;;;;soc only
WSM;Samoan tropical moist forests;pasture;otherland;;3,866767259;0,606037342;4,472804602;biomass only
YEM;Arabian desert;cropland;forest;;0,122588945;-0,021309642;0,101279302;biomass only
YEM;Arabian desert;cropland;nonveg;;0,1255693;-0,021758097;0,103811203;biomass only
YEM;Arabian desert;cropland;other;-0,001301391;;;;soc only
YEM;Arabian desert;cropland;otherland;;0,123939824;-0,028481309;0,095458516;biomass only
YEM;Arabian desert;cropland;pasture;-0,000575307;0,122588945;-0,021309642;0,101279302;soc + biomass
YEM;Arabian desert;forest;cropland;;-0,122588945;0,021309642;-0,101279302;biomass only
YEM;Arabian desert;forest;nonveg;;0,002980356;-0,000448455;0,002531901;biomass only
YEM;Arabian desert;forest;otherland;;0,00135088;-0,007171667;-0,005820787;biomass only
YEM;Arabian desert;forest;pasture;;0;0;0;biomass only
YEM;Arabian desert;nonveg;cropland;;-0,1255693;0,021758097;-0,103811203;biomass only
YEM;Arabian desert;nonveg;forest;;-0,002980356;0,000448455;-0,002531901;biomass only
YEM;Arabian desert;nonveg;otherland;;-0,001629476;-0,006723212;-0,008352688;biomass only
YEM;Arabian desert;nonveg;pasture;;-0,002980356;0,000448455;-0,002531901;biomass only
YEM;Arabian desert;other;cropland;0,001301391;;;;soc only
YEM;Arabian desert;other;pasture;0,000726084;;;;soc only
YEM;Arabian desert;otherland;cropland;;-0,123939824;0,028481309;-0,095458516;biomass only
YEM;Arabian desert;otherland;forest;;-0,00135088;0,007171667;0,005820787;biomass only
YEM;Arabian desert;otherland;nonveg;;0,001629476;0,006723212;0,008352688;biomass only
YEM;Arabian desert;otherland;pasture;;-0,00135088;0,007171667;0,005820787;biomass only
YEM;Arabian desert;pasture;cropland;0,000575307;-0,122588945;0,021309642;-0,101279302;soc + biomass
YEM;Arabian desert;pasture;forest;;0;0;0;biomass only
YEM;Arabian desert;pasture;nonveg;;0,002980356;-0,000448455;0,002531901;biomass only
YEM;Arabian desert;pasture;other;-0,000726084;;;;soc only
YEM;Arabian desert;pasture;otherland;;0,00135088;-0,007171667;-0,005820787;biomass only
YEM;Arabian sand desert;cropland;forest;;0,029552948;0,146054375;0,175607324;biomass only
YEM;Arabian sand desert;cropland;nonveg;;0,029668535;0,146576148;0,176244683;biomass only
YEM;Arabian sand desert;cropland;other;-0,012034234;;;;soc only
YEM;Arabian sand desert;cropland;otherland;;0,029641029;0,148141892;0,17778292;biomass only
YEM;Arabian sand desert;cropland;pasture;-0,007131083;0,029552948;0,146054375;0,175607324;soc + biomass
YEM;Arabian sand desert;forest;cropland;;-0,029552948;-0,146054375;-0,175607324;biomass only
YEM;Arabian sand desert;forest;nonveg;;0,000115587;0,000521773;0,00063736;biomass only
YEM;Arabian sand desert;forest;otherland;;8,80805E-05;0,002087516;0,002175597;biomass only
YEM;Arabian sand desert;forest;pasture;;0;0;0;biomass only
YEM;Arabian sand desert;nonveg;cropland;;-0,029668535;-0,146576148;-0,176244683;biomass only
YEM;Arabian sand desert;nonveg;forest;;-0,000115587;-0,000521773;-0,00063736;biomass only
YEM;Arabian sand desert;nonveg;otherland;;-2,75062E-05;0,001565743;0,001538237;biomass only
YEM;Arabian sand desert;nonveg;pasture;;-0,000115587;-0,000521773;-0,00063736;biomass only
YEM;Arabian sand desert;other;cropland;0,012034234;;;;soc only
YEM;Arabian sand desert;other;pasture;0,004903151;;;;soc only
YEM;Arabian sand desert;otherland;cropland;;-0,029641029;-0,148141892;-0,17778292;biomass only
YEM;Arabian sand desert;otherland;forest;;-8,80805E-05;-0,002087516;-0,002175597;biomass only
YEM;Arabian sand desert;otherland;nonveg;;2,75062E-05;-0,001565743;-0,001538237;biomass only
YEM;Arabian sand desert;otherland;pasture;;-8,80805E-05;-0,002087516;-0,002175597;biomass only
YEM;Arabian sand desert;pasture;cropland;0,007131083;-0,029552948;-0,146054375;-0,175607324;soc + biomass
YEM;Arabian sand desert;pasture;forest;;0;0;0;biomass only
YEM;Arabian sand desert;pasture;nonveg;;0,000115587;0,000521773;0,00063736;biomass only
YEM;Arabian sand desert;pasture;other;-0,004903151;;;;soc only
YEM;Arabian sand desert;pasture;otherland;;8,80805E-05;0,002087516;0,002175597;biomass only
YEM;Red Sea-Arabian Desert shrublands;cropland;forest;;0,195857437;0,489410901;0,685268338;biomass only
YEM;Red Sea-Arabian Desert shrublands;cropland;nonveg;;0,190220449;0,470437098;0,660657547;biomass only
YEM;Red Sea-Arabian Desert shrublands;cropland;other;0,066746413;;;;soc only
YEM;Red Sea-Arabian Desert shrublands;cropland;otherland;;0,207464579;0,515887448;0,723352028;biomass only
YEM;Red Sea-Arabian Desert shrublands;cropland;pasture;0,041826311;0,195857437;0,489410901;0,685268338;soc + biomass
YEM;Red Sea-Arabian Desert shrublands;forest;cropland;;-0,195857437;-0,489410901;-0,685268338;biomass only
YEM;Red Sea-Arabian Desert shrublands;forest;nonveg;;-0,005636988;-0,018973803;-0,024610791;biomass only
YEM;Red Sea-Arabian Desert shrublands;forest;otherland;;0,011607142;0,026476547;0,038083689;biomass only
YEM;Red Sea-Arabian Desert shrublands;forest;pasture;;0;0;0;biomass only
YEM;Red Sea-Arabian Desert shrublands;nonveg;cropland;;-0,190220449;-0,470437098;-0,660657547;biomass only
YEM;Red Sea-Arabian Desert shrublands;nonveg;forest;;0,005636988;0,018973803;0,024610791;biomass only
YEM;Red Sea-Arabian Desert shrublands;nonveg;otherland;;0,01724413;0,04545035;0,06269448;biomass only
YEM;Red Sea-Arabian Desert shrublands;nonveg;pasture;;0,005636988;0,018973803;0,024610791;biomass only
YEM;Red Sea-Arabian Desert shrublands;other;cropland;-0,066746413;;;;soc only
YEM;Red Sea-Arabian Desert shrublands;other;pasture;-0,024920102;;;;soc only
YEM;Red Sea-Arabian Desert shrublands;otherland;cropland;;-0,207464579;-0,515887448;-0,723352028;biomass only
YEM;Red Sea-Arabian Desert shrublands;otherland;forest;;-0,011607142;-0,026476547;-0,038083689;biomass only
YEM;Red Sea-Arabian Desert shrublands;otherland;nonveg;;-0,01724413;-0,04545035;-0,06269448;biomass only
YEM;Red Sea-Arabian Desert shrublands;otherland;pasture;;-0,011607142;-0,026476547;-0,038083689;biomass only
YEM;Red Sea-Arabian Desert shrublands;pasture;cropland;-0,041826311;-0,195857437;-0,489410901;-0,685268338;soc + biomass
YEM;Red Sea-Arabian Desert shrublands;pasture;forest;;0;0;0;biomass only
YEM;Red Sea-Arabian Desert shrublands;pasture;nonveg;;-0,005636988;-0,018973803;-0,024610791;biomass only
YEM;Red Sea-Arabian Desert shrublands;pasture;other;0,024920102;;;;soc only
YEM;Red Sea-Arabian Desert shrublands;pasture;otherland;;0,011607142;0,026476547;0,038083689;biomass only
YEM;Socotra Island xeric shrublands;cropland;forest;;1,447615496;-1,129077875;0,318537621;biomass only
YEM;Socotra Island xeric shrublands;cropland;nonveg;;1,970695163;0,814612765;2,785307927;biomass only
YEM;Socotra Island xeric shrublands;cropland;other;0;;;;soc only
YEM;Socotra Island xeric shrublands;cropland;otherland;;1,219317857;-1,705420976;-0,486103119;biomass only
YEM;Socotra Island xeric shrublands;cropland;pasture;0;1,018626884;-1,345889496;-0,327262611;soc + biomass
YEM;Socotra Island xeric shrublands;forest;cropland;;-1,447615496;1,129077875;-0,318537621;biomass only
YEM;Socotra Island xeric shrublands;forest;nonveg;;0,523079667;1,94369064;2,466770306;biomass only
YEM;Socotra Island xeric shrublands;forest;otherland;;-0,228297639;-0,576343101;-0,80464074;biomass only
YEM;Socotra Island xeric shrublands;forest;pasture;;-0,428988612;-0,21681162;-0,645800232;biomass only
YEM;Socotra Island xeric shrublands;nonveg;cropland;;-1,970695163;-0,814612765;-2,785307927;biomass only
YEM;Socotra Island xeric shrublands;nonveg;forest;;-0,523079667;-1,94369064;-2,466770306;biomass only
YEM;Socotra Island xeric shrublands;nonveg;otherland;;-0,751377306;-2,520033741;-3,271411047;biomass only
YEM;Socotra Island xeric shrublands;nonveg;pasture;;-0,952068278;-2,16050226;-3,112570539;biomass only
YEM;Socotra Island xeric shrublands;other;cropland;0;;;;soc only
YEM;Socotra Island xeric shrublands;other;pasture;0;;;;soc only
YEM;Socotra Island xeric shrublands;otherland;cropland;;-1,219317857;1,705420976;0,486103119;biomass only
YEM;Socotra Island xeric shrublands;otherland;forest;;0,228297639;0,576343101;0,80464074;biomass only
YEM;Socotra Island xeric shrublands;otherland;nonveg;;0,751377306;2,520033741;3,271411047;biomass only
YEM;Socotra Island xeric shrublands;otherland;pasture;;-0,200690972;0,359531481;0,158840508;biomass only
YEM;Socotra Island xeric shrublands;pasture;cropland;0;-1,018626884;1,345889496;0,327262611;soc + biomass
YEM;Socotra Island xeric shrublands;pasture;forest;;0,428988612;0,21681162;0,645800232;biomass only
YEM;Socotra Island xeric shrublands;pasture;nonveg;;0,952068278;2,16050226;3,112570539;biomass only
YEM;Socotra Island xeric shrublands;pasture;other;0;;;;soc only
YEM;Socotra Island xeric shrublands;pasture;otherland;;0,200690972;-0,359531481;-0,158840508;biomass only
YEM;South Arabian fog woodlands, shrublands, and dune;cropland;forest;;0,326998841;0,040404376;0,367403216;biomass only
YEM;South Arabian fog woodlands, shrublands, and dune;cropland;nonveg;;0,336515353;0,040754156;0,377269508;biomass only
YEM;South Arabian fog woodlands, shrublands, and dune;cropland;other;0,068607957;;;;soc only
YEM;South Arabian fog woodlands, shrublands, and dune;cropland;otherland;;0,314664772;-0,064401727;0,250263045;biomass only
YEM;South Arabian fog woodlands, shrublands, and dune;cropland;pasture;0,020957831;0,326998841;0,040404376;0,367403216;soc + biomass
YEM;South Arabian fog woodlands, shrublands, and dune;forest;cropland;;-0,326998841;-0,040404376;-0,367403216;biomass only
YEM;South Arabian fog woodlands, shrublands, and dune;forest;nonveg;;0,009516512;0,00034978;0,009866292;biomass only
YEM;South Arabian fog woodlands, shrublands, and dune;forest;otherland;;-0,012334069;-0,104806102;-0,117140171;biomass only
YEM;South Arabian fog woodlands, shrublands, and dune;forest;pasture;;0;0;0;biomass only
YEM;South Arabian fog woodlands, shrublands, and dune;nonveg;cropland;;-0,336515353;-0,040754156;-0,377269508;biomass only
YEM;South Arabian fog woodlands, shrublands, and dune;nonveg;forest;;-0,009516512;-0,00034978;-0,009866292;biomass only
YEM;South Arabian fog woodlands, shrublands, and dune;nonveg;otherland;;-0,021850581;-0,105155882;-0,127006463;biomass only
YEM;South Arabian fog woodlands, shrublands, and dune;nonveg;pasture;;-0,009516512;-0,00034978;-0,009866292;biomass only
YEM;South Arabian fog woodlands, shrublands, and dune;other;cropland;-0,068607957;;;;soc only
YEM;South Arabian fog woodlands, shrublands, and dune;other;pasture;-0,047650126;;;;soc only
YEM;South Arabian fog woodlands, shrublands, and dune;otherland;cropland;;-0,314664772;0,064401727;-0,250263045;biomass only
YEM;South Arabian fog woodlands, shrublands, and dune;otherland;forest;;0,012334069;0,104806102;0,117140171;biomass only
YEM;South Arabian fog woodlands, shrublands, and dune;otherland;nonveg;;0,021850581;0,105155882;0,127006463;biomass only
YEM;South Arabian fog woodlands, shrublands, and dune;otherland;pasture;;0,012334069;0,104806102;0,117140171;biomass only
YEM;South Arabian fog woodlands, shrublands, and dune;pasture;cropland;-0,020957831;-0,326998841;-0,040404376;-0,367403216;soc + biomass
YEM;South Arabian fog woodlands, shrublands, and dune;pasture;forest;;0;0;0;biomass only
YEM;South Arabian fog woodlands, shrublands, and dune;pasture;nonveg;;0,009516512;0,00034978;0,009866292;biomass only
YEM;South Arabian fog woodlands, shrublands, and dune;pasture;other;0,047650126;;;;soc only
YEM;South Arabian fog woodlands, shrublands, and dune;pasture;otherland;;-0,012334069;-0,104806102;-0,117140171;biomass only
YEM;South Arabian plains and plateau desert;cropland;forest;;0,114947821;0,091226966;0,206174788;biomass only
YEM;South Arabian plains and plateau desert;cropland;nonveg;;0,115964029;0,084309662;0,200273691;biomass only
YEM;South Arabian plains and plateau desert;cropland;other;0,080319379;;;;soc only
YEM;South Arabian plains and plateau desert;cropland;otherland;;0,122180061;0,120216687;0,242396749;biomass only
YEM;South Arabian plains and plateau desert;cropland;pasture;0,041060119;0,11322223;0,083649542;0,196871772;soc + biomass
YEM;South Arabian plains and plateau desert;forest;cropland;;-0,114947821;-0,091226966;-0,206174788;biomass only
YEM;South Arabian plains and plateau desert;forest;nonveg;;0,001016208;-0,006917304;-0,005901097;biomass only
YEM;South Arabian plains and plateau desert;forest;otherland;;0,00723224;0,028989721;0,036221961;biomass only
YEM;South Arabian plains and plateau desert;forest;pasture;;-0,001725591;-0,007577424;-0,009303015;biomass only
YEM;South Arabian plains and plateau desert;nonveg;cropland;;-0,115964029;-0,084309662;-0,200273691;biomass only
YEM;South Arabian plains and plateau desert;nonveg;forest;;-0,001016208;0,006917304;0,005901097;biomass only
YEM;South Arabian plains and plateau desert;nonveg;otherland;;0,006216032;0,035907026;0,042123058;biomass only
YEM;South Arabian plains and plateau desert;nonveg;pasture;;-0,002741799;-0,00066012;-0,003401919;biomass only
YEM;South Arabian plains and plateau desert;other;cropland;-0,080319379;;;;soc only
YEM;South Arabian plains and plateau desert;other;pasture;-0,039259259;;;;soc only
YEM;South Arabian plains and plateau desert;otherland;cropland;;-0,122180061;-0,120216687;-0,242396749;biomass only
YEM;South Arabian plains and plateau desert;otherland;forest;;-0,00723224;-0,028989721;-0,036221961;biomass only
YEM;South Arabian plains and plateau desert;otherland;nonveg;;-0,006216032;-0,035907026;-0,042123058;biomass only
YEM;South Arabian plains and plateau desert;otherland;pasture;;-0,008957831;-0,036567145;-0,045524977;biomass only
YEM;South Arabian plains and plateau desert;pasture;cropland;-0,041060119;-0,11322223;-0,083649542;-0,196871772;soc + biomass
YEM;South Arabian plains and plateau desert;pasture;forest;;0,001725591;0,007577424;0,009303015;biomass only
YEM;South Arabian plains and plateau desert;pasture;nonveg;;0,002741799;0,00066012;0,003401919;biomass only
YEM;South Arabian plains and plateau desert;pasture;other;0,039259259;;;;soc only
YEM;South Arabian plains and plateau desert;pasture;otherland;;0,008957831;0,036567145;0,045524977;biomass only
YEM;Southwest Arabian Escarpment shrublands and woodlands;cropland;forest;;0,586346063;-0,711813905;-0,125467842;biomass only
