iso3;ECO_NAME;from;to;ef_soc;ef_biomass_above;ef_biomass_below;ef_biomass;pools_covered
;;cropland;forest;;-19,11083214;-5,917314852;-25,028147;biomass only
;;cropland;nonveg;;12,18385239;4,654040794;16,83789319;biomass only
;;cropland;other;0,174518768;;;;soc only
;;cropland;otherland;;-9,110782501;-5,42613564;-14,53691814;biomass only
;;cropland;pasture;-0,234874427;3,570915031;-1,319618812;2,251296219;soc + biomass
;;forest;cropland;;19,11083214;5,917314852;25,028147;biomass only
;;forest;nonveg;;31,29468454;10,57135565;41,86604018;biomass only
;;forest;otherland;;10,00004964;0,491179212;10,49122886;biomass only
;;forest;pasture;;22,68174718;4,59769604;27,27944322;biomass only
;;nonveg;cropland;;-12,18385239;-4,654040794;-16,83789319;biomass only
;;nonveg;forest;;-31,29468454;-10,57135565;-41,86604018;biomass only
;;nonveg;otherland;;-21,2946349;-10,08017643;-31,37481133;biomass only
;;nonveg;pasture;;-8,612937362;-5,973659606;-14,58659697;biomass only
;;other;cropland;-0,174518768;;;;soc only
;;other;pasture;-0,409393194;;;;soc only
;;otherland;cropland;;9,110782501;5,42613564;14,53691814;biomass only
;;otherland;forest;;-10,00004964;-0,491179212;-10,49122886;biomass only
;;otherland;nonveg;;21,2946349;10,08017643;31,37481133;biomass only
;;otherland;pasture;;12,68169753;4,106516828;16,78821436;biomass only
;;pasture;cropland;0,234874427;-3,570915031;1,319618812;-2,251296219;soc + biomass
;;pasture;forest;;-22,68174718;-4,59769604;-27,27944322;biomass only
;;pasture;nonveg;;8,612937362;5,973659606;14,58659697;biomass only
;;pasture;other;0,409393194;;;;soc only
;;pasture;otherland;;-12,68169753;-4,106516828;-16,78821436;biomass only
;Aravalli west thorn scrub forests;cropland;forest;;-28,43125483;-12,13682317;-40,568078;biomass only
;Aravalli west thorn scrub forests;cropland;nonveg;;5,974726481;-2,270612628;3,704113853;biomass only
;Aravalli west thorn scrub forests;cropland;other;-4,051444241;;;;soc only
;Aravalli west thorn scrub forests;cropland;otherland;;-0,301562985;-6,750156252;-7,051719237;biomass only
;Aravalli west thorn scrub forests;cropland;pasture;1,388468214;-6,48906643;-5,041738061;-11,53080449;soc + biomass
;Aravalli west thorn scrub forests;forest;cropland;;28,43125483;12,13682317;40,568078;biomass only
;Aravalli west thorn scrub forests;forest;nonveg;;34,40598132;9,866210542;44,27219186;biomass only
;Aravalli west thorn scrub forests;forest;otherland;;28,12969185;5,386666918;33,51635877;biomass only
;Aravalli west thorn scrub forests;forest;pasture;;21,9421884;7,095085109;29,03727351;biomass only
;Aravalli west thorn scrub forests;nonveg;cropland;;-5,974726481;2,270612628;-3,704113853;biomass only
;Aravalli west thorn scrub forests;nonveg;forest;;-34,40598132;-9,866210542;-44,27219186;biomass only
;Aravalli west thorn scrub forests;nonveg;otherland;;-6,276289466;-4,479543624;-10,75583309;biomass only
;Aravalli west thorn scrub forests;nonveg;pasture;;-12,46379291;-2,771125433;-15,23491834;biomass only
;Aravalli west thorn scrub forests;other;cropland;4,051444241;;;;soc only
;Aravalli west thorn scrub forests;other;pasture;5,439912455;;;;soc only
;Aravalli west thorn scrub forests;otherland;cropland;;0,301562985;6,750156252;7,051719237;biomass only
;Aravalli west thorn scrub forests;otherland;forest;;-28,12969185;-5,386666918;-33,51635877;biomass only
;Aravalli west thorn scrub forests;otherland;nonveg;;6,276289466;4,479543624;10,75583309;biomass only
;Aravalli west thorn scrub forests;otherland;pasture;;-6,187503445;1,708418191;-4,479085254;biomass only
;Aravalli west thorn scrub forests;pasture;cropland;-1,388468214;6,48906643;5,041738061;11,53080449;soc + biomass
;Aravalli west thorn scrub forests;pasture;forest;;-21,9421884;-7,095085109;-29,03727351;biomass only
;Aravalli west thorn scrub forests;pasture;nonveg;;12,46379291;2,771125433;15,23491834;biomass only
;Aravalli west thorn scrub forests;pasture;other;-5,439912455;;;;soc only
;Aravalli west thorn scrub forests;pasture;otherland;;6,187503445;-1,708418191;4,479085254;biomass only
;Central Polynesian tropical moist forests;cropland;forest;;0;0;0;biomass only
;Central Polynesian tropical moist forests;cropland;nonveg;;0;0;0;biomass only
;Central Polynesian tropical moist forests;cropland;other;0;;;;soc only
;Central Polynesian tropical moist forests;cropland;otherland;;0;0;0;biomass only
;Central Polynesian tropical moist forests;cropland;pasture;0;0;0;0;soc + biomass
;Central Polynesian tropical moist forests;forest;cropland;;0;0;0;biomass only
;Central Polynesian tropical moist forests;forest;nonveg;;0;0;0;biomass only
;Central Polynesian tropical moist forests;forest;otherland;;0;0;0;biomass only
;Central Polynesian tropical moist forests;forest;pasture;;0;0;0;biomass only
;Central Polynesian tropical moist forests;nonveg;cropland;;0;0;0;biomass only
;Central Polynesian tropical moist forests;nonveg;forest;;0;0;0;biomass only
;Central Polynesian tropical moist forests;nonveg;otherland;;0;0;0;biomass only
;Central Polynesian tropical moist forests;nonveg;pasture;;0;0;0;biomass only
;Central Polynesian tropical moist forests;other;cropland;0;;;;soc only
;Central Polynesian tropical moist forests;other;pasture;0;;;;soc only
;Central Polynesian tropical moist forests;otherland;cropland;;0;0;0;biomass only
;Central Polynesian tropical moist forests;otherland;forest;;0;0;0;biomass only
;Central Polynesian tropical moist forests;otherland;nonveg;;0;0;0;biomass only
;Central Polynesian tropical moist forests;otherland;pasture;;0;0;0;biomass only
;Central Polynesian tropical moist forests;pasture;cropland;0;0;0;0;soc + biomass
;Central Polynesian tropical moist forests;pasture;forest;;0;0;0;biomass only
;Central Polynesian tropical moist forests;pasture;nonveg;;0;0;0;biomass only
;Central Polynesian tropical moist forests;pasture;other;0;;;;soc only
;Central Polynesian tropical moist forests;pasture;otherland;;0;0;0;biomass only
;Central Tibetan Plateau alpine steppe;cropland;forest;;2,010979315;-0,250034303;1,760945012;biomass only
;Central Tibetan Plateau alpine steppe;cropland;nonveg;;2,087570013;0,13548729;2,223057303;biomass only
;Central Tibetan Plateau alpine steppe;cropland;other;0,560360015;;;;soc only
;Central Tibetan Plateau alpine steppe;cropland;otherland;;2,045521134;-0,055911432;1,989609702;biomass only
;Central Tibetan Plateau alpine steppe;cropland;pasture;-0,014825053;2,027873037;-0,14869871;1,879174327;soc + biomass
;Central Tibetan Plateau alpine steppe;forest;cropland;;-2,010979315;0,250034303;-1,760945012;biomass only
;Central Tibetan Plateau alpine steppe;forest;nonveg;;0,076590698;0,385521593;0,462112291;biomass only
;Central Tibetan Plateau alpine steppe;forest;otherland;;0,034541819;0,194122871;0,22866469;biomass only
;Central Tibetan Plateau alpine steppe;forest;pasture;;0,016893722;0,101335593;0,118229315;biomass only
;Central Tibetan Plateau alpine steppe;nonveg;cropland;;-2,087570013;-0,13548729;-2,223057303;biomass only
;Central Tibetan Plateau alpine steppe;nonveg;forest;;-0,076590698;-0,385521593;-0,462112291;biomass only
;Central Tibetan Plateau alpine steppe;nonveg;otherland;;-0,042048879;-0,191398722;-0,233447601;biomass only
;Central Tibetan Plateau alpine steppe;nonveg;pasture;;-0,059696976;-0,284186;-0,343882976;biomass only
;Central Tibetan Plateau alpine steppe;other;cropland;-0,560360015;;;;soc only
;Central Tibetan Plateau alpine steppe;other;pasture;-0,575185068;;;;soc only
;Central Tibetan Plateau alpine steppe;otherland;cropland;;-2,045521134;0,055911432;-1,989609702;biomass only
;Central Tibetan Plateau alpine steppe;otherland;forest;;-0,034541819;-0,194122871;-0,22866469;biomass only
;Central Tibetan Plateau alpine steppe;otherland;nonveg;;0,042048879;0,191398722;0,233447601;biomass only
;Central Tibetan Plateau alpine steppe;otherland;pasture;;-0,017648097;-0,092787277;-0,110435375;biomass only
;Central Tibetan Plateau alpine steppe;pasture;cropland;0,014825053;-2,027873037;0,14869871;-1,879174327;soc + biomass
;Central Tibetan Plateau alpine steppe;pasture;forest;;-0,016893722;-0,101335593;-0,118229315;biomass only
;Central Tibetan Plateau alpine steppe;pasture;nonveg;;0,059696976;0,284186;0,343882976;biomass only
;Central Tibetan Plateau alpine steppe;pasture;other;0,575185068;;;;soc only
;Central Tibetan Plateau alpine steppe;pasture;otherland;;0,017648097;0,092787277;0,110435375;biomass only
;East Sudanian savanna;cropland;forest;;-7,104423883;-13,64392684;-20,74835073;biomass only
;East Sudanian savanna;cropland;nonveg;;-5,052751224;-28,7917973;-33,84454852;biomass only
;East Sudanian savanna;cropland;other;-0,869574256;;;;soc only
;East Sudanian savanna;cropland;otherland;;-4,946535902;-33,37585575;-38,32239165;biomass only
;East Sudanian savanna;cropland;pasture;-0,553553232;-1,22739005;-4,06377903;-5,29116908;soc + biomass
;East Sudanian savanna;forest;cropland;;7,104423883;13,64392684;20,74835073;biomass only
;East Sudanian savanna;forest;nonveg;;2,051672659;-15,14787045;-13,09619779;biomass only
;East Sudanian savanna;forest;otherland;;2,157887981;-19,73192891;-17,57404093;biomass only
;East Sudanian savanna;forest;pasture;;5,877033833;9,580147814;15,45718165;biomass only
;East Sudanian savanna;nonveg;cropland;;5,052751224;28,7917973;33,84454852;biomass only
;East Sudanian savanna;nonveg;forest;;-2,051672659;15,14787045;13,09619779;biomass only
;East Sudanian savanna;nonveg;otherland;;0,106215322;-4,584058455;-4,477843133;biomass only
;East Sudanian savanna;nonveg;pasture;;3,825361174;24,72801827;28,55337944;biomass only
;East Sudanian savanna;other;cropland;0,869574256;;;;soc only
;East Sudanian savanna;other;pasture;0,316021023;;;;soc only
;East Sudanian savanna;otherland;cropland;;4,946535902;33,37585575;38,32239165;biomass only
;East Sudanian savanna;otherland;forest;;-2,157887981;19,73192891;17,57404093;biomass only
;East Sudanian savanna;otherland;nonveg;;-0,106215322;4,584058455;4,477843133;biomass only
;East Sudanian savanna;otherland;pasture;;3,719145852;29,31207672;33,03122257;biomass only
;East Sudanian savanna;pasture;cropland;0,553553232;1,22739005;4,06377903;5,29116908;soc + biomass
;East Sudanian savanna;pasture;forest;;-5,877033833;-9,580147814;-15,45718165;biomass only
;East Sudanian savanna;pasture;nonveg;;-3,825361174;-24,72801827;-28,55337944;biomass only
;East Sudanian savanna;pasture;other;-0,316021023;;;;soc only
;East Sudanian savanna;pasture;otherland;;-3,719145852;-29,31207672;-33,03122257;biomass only
;Eastern Himalayan alpine shrub and meadows;cropland;forest;;-37,30062647;-11,19188248;-48,49250895;biomass only
;Eastern Himalayan alpine shrub and meadows;cropland;nonveg;;-2,504706004;-1,286681191;-3,791387195;biomass only
;Eastern Himalayan alpine shrub and meadows;cropland;other;-1,854342776;;;;soc only
;Eastern Himalayan alpine shrub and meadows;cropland;otherland;;-1,275478255;-7,755331677;-9,030809931;biomass only
;Eastern Himalayan alpine shrub and meadows;cropland;pasture;-1,691322538;2,069637937;-2,857284125;-0,787646188;soc + biomass
;Eastern Himalayan alpine shrub and meadows;forest;cropland;;37,30062647;11,19188248;48,49250895;biomass only
;Eastern Himalayan alpine shrub and meadows;forest;nonveg;;34,79592047;9,905201286;44,70112175;biomass only
;Eastern Himalayan alpine shrub and meadows;forest;otherland;;36,02514822;3,4365508;39,46169902;biomass only
;Eastern Himalayan alpine shrub and meadows;forest;pasture;;39,37026441;8,334598352;47,70486276;biomass only
;Eastern Himalayan alpine shrub and meadows;nonveg;cropland;;2,504706004;1,286681191;3,791387195;biomass only
;Eastern Himalayan alpine shrub and meadows;nonveg;forest;;-34,79592047;-9,905201286;-44,70112175;biomass only
;Eastern Himalayan alpine shrub and meadows;nonveg;otherland;;1,229227749;-6,468650485;-5,239422736;biomass only
;Eastern Himalayan alpine shrub and meadows;nonveg;pasture;;4,574343941;-1,570602934;3,003741007;biomass only
;Eastern Himalayan alpine shrub and meadows;other;cropland;1,854342776;;;;soc only
;Eastern Himalayan alpine shrub and meadows;other;pasture;0,163020238;;;;soc only
;Eastern Himalayan alpine shrub and meadows;otherland;cropland;;1,275478255;7,755331677;9,030809931;biomass only
;Eastern Himalayan alpine shrub and meadows;otherland;forest;;-36,02514822;-3,4365508;-39,46169902;biomass only
;Eastern Himalayan alpine shrub and meadows;otherland;nonveg;;-1,229227749;6,468650485;5,239422736;biomass only
;Eastern Himalayan alpine shrub and meadows;otherland;pasture;;3,345116191;4,898047552;8,243163743;biomass only
;Eastern Himalayan alpine shrub and meadows;pasture;cropland;1,691322538;-2,069637937;2,857284125;0,787646188;soc + biomass
;Eastern Himalayan alpine shrub and meadows;pasture;forest;;-39,37026441;-8,334598352;-47,70486276;biomass only
;Eastern Himalayan alpine shrub and meadows;pasture;nonveg;;-4,574343941;1,570602934;-3,003741007;biomass only
;Eastern Himalayan alpine shrub and meadows;pasture;other;-0,163020238;;;;soc only
;Eastern Himalayan alpine shrub and meadows;pasture;otherland;;-3,345116191;-4,898047552;-8,243163743;biomass only
;Eastern Himalayan broadleaf forests;cropland;forest;;-52,31416132;-13,34452896;-65,65869028;biomass only
;Eastern Himalayan broadleaf forests;cropland;nonveg;;-20,70154918;-6,232320415;-26,9338696;biomass only
;Eastern Himalayan broadleaf forests;cropland;other;0,569397543;;;;soc only
;Eastern Himalayan broadleaf forests;cropland;otherland;;-36,65685399;-16,00122545;-52,65807944;biomass only
;Eastern Himalayan broadleaf forests;cropland;pasture;-0,557260266;-22,8150775;-8,820758698;-31,6358362;soc + biomass
;Eastern Himalayan broadleaf forests;forest;cropland;;52,31416132;13,34452896;65,65869028;biomass only
;Eastern Himalayan broadleaf forests;forest;nonveg;;31,61261213;7,112208549;38,72482068;biomass only
;Eastern Himalayan broadleaf forests;forest;otherland;;15,65730732;-2,656696482;13,00061084;biomass only
;Eastern Himalayan broadleaf forests;forest;pasture;;29,49908381;4,523770266;34,02285408;biomass only
;Eastern Himalayan broadleaf forests;nonveg;cropland;;20,70154918;6,232320415;26,9338696;biomass only
;Eastern Himalayan broadleaf forests;nonveg;forest;;-31,61261213;-7,112208549;-38,72482068;biomass only
;Eastern Himalayan broadleaf forests;nonveg;otherland;;-15,95530481;-9,768905031;-25,72420984;biomass only
;Eastern Himalayan broadleaf forests;nonveg;pasture;;-2,11352832;-2,588438283;-4,701966603;biomass only
;Eastern Himalayan broadleaf forests;other;cropland;-0,569397543;;;;soc only
;Eastern Himalayan broadleaf forests;other;pasture;-1,12665781;;;;soc only
;Eastern Himalayan broadleaf forests;otherland;cropland;;36,65685399;16,00122545;52,65807944;biomass only
;Eastern Himalayan broadleaf forests;otherland;forest;;-15,65730732;2,656696482;-13,00061084;biomass only
;Eastern Himalayan broadleaf forests;otherland;nonveg;;15,95530481;9,768905031;25,72420984;biomass only
;Eastern Himalayan broadleaf forests;otherland;pasture;;13,84177649;7,180466748;21,02224324;biomass only
;Eastern Himalayan broadleaf forests;pasture;cropland;0,557260266;22,8150775;8,820758698;31,6358362;soc + biomass
;Eastern Himalayan broadleaf forests;pasture;forest;;-29,49908381;-4,523770266;-34,02285408;biomass only
;Eastern Himalayan broadleaf forests;pasture;nonveg;;2,11352832;2,588438283;4,701966603;biomass only
;Eastern Himalayan broadleaf forests;pasture;other;1,12665781;;;;soc only
;Eastern Himalayan broadleaf forests;pasture;otherland;;-13,84177649;-7,180466748;-21,02224324;biomass only
;Eastern Himalayan subalpine conifer forests;cropland;forest;;-47,04040707;-12,92919799;-59,96960505;biomass only
;Eastern Himalayan subalpine conifer forests;cropland;nonveg;;-30,23780118;-8,838207332;-39,07600852;biomass only
;Eastern Himalayan subalpine conifer forests;cropland;other;-0,324260294;;;;soc only
;Eastern Himalayan subalpine conifer forests;cropland;otherland;;-22,68917334;-17,14849551;-39,83766885;biomass only
;Eastern Himalayan subalpine conifer forests;cropland;pasture;0,756660439;-8,540987196;-6,994151645;-15,53513884;soc + biomass
;Eastern Himalayan subalpine conifer forests;forest;cropland;;47,04040707;12,92919799;59,96960505;biomass only
;Eastern Himalayan subalpine conifer forests;forest;nonveg;;16,80260588;4,090990655;20,89359654;biomass only
;Eastern Himalayan subalpine conifer forests;forest;otherland;;24,35123373;-4,219297518;20,13193621;biomass only
;Eastern Himalayan subalpine conifer forests;forest;pasture;;38,49941987;5,935046343;44,43446621;biomass only
;Eastern Himalayan subalpine conifer forests;nonveg;cropland;;30,23780118;8,838207332;39,07600852;biomass only
;Eastern Himalayan subalpine conifer forests;nonveg;forest;;-16,80260588;-4,090990655;-20,89359654;biomass only
;Eastern Himalayan subalpine conifer forests;nonveg;otherland;;7,548627844;-8,310288174;-0,761660329;biomass only
;Eastern Himalayan subalpine conifer forests;nonveg;pasture;;21,69681399;1,844055688;23,54086968;biomass only
;Eastern Himalayan subalpine conifer forests;other;cropland;0,324260294;;;;soc only
;Eastern Himalayan subalpine conifer forests;other;pasture;1,080920733;;;;soc only
;Eastern Himalayan subalpine conifer forests;otherland;cropland;;22,68917334;17,14849551;39,83766885;biomass only
;Eastern Himalayan subalpine conifer forests;otherland;forest;;-24,35123373;4,219297518;-20,13193621;biomass only
;Eastern Himalayan subalpine conifer forests;otherland;nonveg;;-7,548627844;8,310288174;0,761660329;biomass only
;Eastern Himalayan subalpine conifer forests;otherland;pasture;;14,14818614;10,15434386;24,30253;biomass only
;Eastern Himalayan subalpine conifer forests;pasture;cropland;-0,756660439;8,540987196;6,994151645;15,53513884;soc + biomass
;Eastern Himalayan subalpine conifer forests;pasture;forest;;-38,49941987;-5,935046343;-44,43446621;biomass only
;Eastern Himalayan subalpine conifer forests;pasture;nonveg;;-21,69681399;-1,844055688;-23,54086968;biomass only
;Eastern Himalayan subalpine conifer forests;pasture;other;-1,080920733;;;;soc only
;Eastern Himalayan subalpine conifer forests;pasture;otherland;;-14,14818614;-10,15434386;-24,30253;biomass only
;European Atlantic mixed forests;cropland;forest;;-12,25970213;-0,861747637;-13,12144977;biomass only
;European Atlantic mixed forests;cropland;nonveg;;14,09557943;9,353453011;23,44903244;biomass only
;European Atlantic mixed forests;cropland;other;4,368586794;;;;soc only
;European Atlantic mixed forests;cropland;otherland;;12,01284172;7,968176711;19,98101843;biomass only
;European Atlantic mixed forests;cropland;pasture;-0,418191215;-18,87121618;-4,476297114;-23,34751329;soc + biomass
;European Atlantic mixed forests;forest;cropland;;12,25970213;0,861747637;13,12144977;biomass only
;European Atlantic mixed forests;forest;nonveg;;26,35528156;10,21520065;36,5704822;biomass only
;European Atlantic mixed forests;forest;otherland;;24,27254385;8,829924348;33,1024682;biomass only
;European Atlantic mixed forests;forest;pasture;;-6,611514045;-3,614549477;-10,22606352;biomass only
;European Atlantic mixed forests;nonveg;cropland;;-14,09557943;-9,353453011;-23,44903244;biomass only
;European Atlantic mixed forests;nonveg;forest;;-26,35528156;-10,21520065;-36,5704822;biomass only
;European Atlantic mixed forests;nonveg;otherland;;-2,082737703;-1,3852763;-3,468014002;biomass only
;European Atlantic mixed forests;nonveg;pasture;;-32,9667956;-13,82975013;-46,79654573;biomass only
;European Atlantic mixed forests;other;cropland;-4,368586794;;;;soc only
;European Atlantic mixed forests;other;pasture;-4,786778009;;;;soc only
;European Atlantic mixed forests;otherland;cropland;;-12,01284172;-7,968176711;-19,98101843;biomass only
;European Atlantic mixed forests;otherland;forest;;-24,27254385;-8,829924348;-33,1024682;biomass only
;European Atlantic mixed forests;otherland;nonveg;;2,082737703;1,3852763;3,468014002;biomass only
;European Atlantic mixed forests;otherland;pasture;;-30,8840579;-12,44447383;-43,32853172;biomass only
;European Atlantic mixed forests;pasture;cropland;0,418191215;18,87121618;4,476297114;23,34751329;soc + biomass
;European Atlantic mixed forests;pasture;forest;;6,611514045;3,614549477;10,22606352;biomass only
;European Atlantic mixed forests;pasture;nonveg;;32,9667956;13,82975013;46,79654573;biomass only
;European Atlantic mixed forests;pasture;other;4,786778009;;;;soc only
;European Atlantic mixed forests;pasture;otherland;;30,8840579;12,44447383;43,32853172;biomass only
;Himalayan subtropical broadleaf forests;cropland;forest;;-60,81159787;-16,12198824;-76,93358611;biomass only
;Himalayan subtropical broadleaf forests;cropland;nonveg;;-23,69226292;-6,456605316;-30,14886824;biomass only
;Himalayan subtropical broadleaf forests;cropland;other;-2,802246911;;;;soc only
;Himalayan subtropical broadleaf forests;cropland;otherland;;-44,42949844;-24,30921076;-68,7387092;biomass only
;Himalayan subtropical broadleaf forests;cropland;pasture;-0,279598109;-11,72440959;-4,296864689;-16,02127428;soc + biomass
;Himalayan subtropical broadleaf forests;forest;cropland;;60,81159787;16,12198824;76,93358611;biomass only
;Himalayan subtropical broadleaf forests;forest;nonveg;;37,11933495;9,665382922;46,78471787;biomass only
;Himalayan subtropical broadleaf forests;forest;otherland;;16,38209943;-8,187222518;8,194876911;biomass only
;Himalayan subtropical broadleaf forests;forest;pasture;;49,08718828;11,82512355;60,91231183;biomass only
;Himalayan subtropical broadleaf forests;nonveg;cropland;;23,69226292;6,456605316;30,14886824;biomass only
;Himalayan subtropical broadleaf forests;nonveg;forest;;-37,11933495;-9,665382922;-46,78471787;biomass only
;Himalayan subtropical broadleaf forests;nonveg;otherland;;-20,73723552;-17,85260544;-38,58984096;biomass only
;Himalayan subtropical broadleaf forests;nonveg;pasture;;11,96785333;2,159740627;14,12759396;biomass only
;Himalayan subtropical broadleaf forests;other;cropland;2,802246911;;;;soc only
;Himalayan subtropical broadleaf forests;other;pasture;2,522648801;;;;soc only
;Himalayan subtropical broadleaf forests;otherland;cropland;;44,42949844;24,30921076;68,7387092;biomass only
;Himalayan subtropical broadleaf forests;otherland;forest;;-16,38209943;8,187222518;-8,194876911;biomass only
;Himalayan subtropical broadleaf forests;otherland;nonveg;;20,73723552;17,85260544;38,58984096;biomass only
;Himalayan subtropical broadleaf forests;otherland;pasture;;32,70508885;20,01234607;52,71743492;biomass only
;Himalayan subtropical broadleaf forests;pasture;cropland;0,279598109;11,72440959;4,296864689;16,02127428;soc + biomass
;Himalayan subtropical broadleaf forests;pasture;forest;;-49,08718828;-11,82512355;-60,91231183;biomass only
;Himalayan subtropical broadleaf forests;pasture;nonveg;;-11,96785333;-2,159740627;-14,12759396;biomass only
;Himalayan subtropical broadleaf forests;pasture;other;-2,522648801;;;;soc only
;Himalayan subtropical broadleaf forests;pasture;otherland;;-32,70508885;-20,01234607;-52,71743492;biomass only
;Himalayan subtropical pine forests;cropland;forest;;-23,0260572;-9,865345871;-32,89140307;biomass only
;Himalayan subtropical pine forests;cropland;nonveg;;-3,173911776;-2,594150376;-5,768062152;biomass only
;Himalayan subtropical pine forests;cropland;other;-0,055028859;;;;soc only
;Himalayan subtropical pine forests;cropland;otherland;;-3,322488966;-14,41625243;-17,73874139;biomass only
;Himalayan subtropical pine forests;cropland;pasture;-0,393932046;-9,119164025;-7,10085652;-16,22002054;soc + biomass
;Himalayan subtropical pine forests;forest;cropland;;23,0260572;9,865345871;32,89140307;biomass only
;Himalayan subtropical pine forests;forest;nonveg;;19,85214543;7,271195495;27,12334092;biomass only
;Himalayan subtropical pine forests;forest;otherland;;19,70356824;-4,550906557;15,15266168;biomass only
;Himalayan subtropical pine forests;forest;pasture;;13,90689318;2,764489352;16,67138253;biomass only
;Himalayan subtropical pine forests;nonveg;cropland;;3,173911776;2,594150376;5,768062152;biomass only
;Himalayan subtropical pine forests;nonveg;forest;;-19,85214543;-7,271195495;-27,12334092;biomass only
;Himalayan subtropical pine forests;nonveg;otherland;;-0,14857719;-11,82210205;-11,97067924;biomass only
;Himalayan subtropical pine forests;nonveg;pasture;;-5,945252249;-4,506706144;-10,45195839;biomass only
;Himalayan subtropical pine forests;other;cropland;0,055028859;;;;soc only
;Himalayan subtropical pine forests;other;pasture;-0,338903186;;;;soc only
;Himalayan subtropical pine forests;otherland;cropland;;3,322488966;14,41625243;17,73874139;biomass only
;Himalayan subtropical pine forests;otherland;forest;;-19,70356824;4,550906557;-15,15266168;biomass only
;Himalayan subtropical pine forests;otherland;nonveg;;0,14857719;11,82210205;11,97067924;biomass only
;Himalayan subtropical pine forests;otherland;pasture;;-5,796675059;7,315395908;1,518720849;biomass only
;Himalayan subtropical pine forests;pasture;cropland;0,393932046;9,119164025;7,10085652;16,22002054;soc + biomass
;Himalayan subtropical pine forests;pasture;forest;;-13,90689318;-2,764489352;-16,67138253;biomass only
;Himalayan subtropical pine forests;pasture;nonveg;;5,945252249;4,506706144;10,45195839;biomass only
;Himalayan subtropical pine forests;pasture;other;0,338903186;;;;soc only
;Himalayan subtropical pine forests;pasture;otherland;;5,796675059;-7,315395908;-1,518720849;biomass only
;Hokkaido deciduous forests;cropland;forest;;-14,86501593;-5,259661512;-20,12467745;biomass only
;Hokkaido deciduous forests;cropland;nonveg;;28,37079269;10,84888254;39,21967523;biomass only
;Hokkaido deciduous forests;cropland;other;-2,169480751;;;;soc only
;Hokkaido deciduous forests;cropland;otherland;;11,88076724;-2,837190749;9,043576492;biomass only
;Hokkaido deciduous forests;cropland;pasture;-1,942621087;5,063000386;-2,086377147;2,976623239;soc + biomass
;Hokkaido deciduous forests;forest;cropland;;14,86501593;5,259661512;20,12467745;biomass only
;Hokkaido deciduous forests;forest;nonveg;;43,23580863;16,10854405;59,34435268;biomass only
;Hokkaido deciduous forests;forest;otherland;;26,74578318;2,422470764;29,16825394;biomass only
;Hokkaido deciduous forests;forest;pasture;;19,92801632;3,173284365;23,10130069;biomass only
;Hokkaido deciduous forests;nonveg;cropland;;-28,37079269;-10,84888254;-39,21967523;biomass only
;Hokkaido deciduous forests;nonveg;forest;;-43,23580863;-16,10854405;-59,34435268;biomass only
;Hokkaido deciduous forests;nonveg;otherland;;-16,49002545;-13,68607329;-30,17609874;biomass only
;Hokkaido deciduous forests;nonveg;pasture;;-23,30779231;-12,93525969;-36,24305199;biomass only
;Hokkaido deciduous forests;other;cropland;2,169480751;;;;soc only
;Hokkaido deciduous forests;other;pasture;0,226859665;;;;soc only
;Hokkaido deciduous forests;otherland;cropland;;-11,88076724;2,837190749;-9,043576492;biomass only
;Hokkaido deciduous forests;otherland;forest;;-26,74578318;-2,422470764;-29,16825394;biomass only
;Hokkaido deciduous forests;otherland;nonveg;;16,49002545;13,68607329;30,17609874;biomass only
;Hokkaido deciduous forests;otherland;pasture;;-6,817766855;0,750813602;-6,066953253;biomass only
;Hokkaido deciduous forests;pasture;cropland;1,942621087;-5,063000386;2,086377147;-2,976623239;soc + biomass
;Hokkaido deciduous forests;pasture;forest;;-19,92801632;-3,173284365;-23,10130069;biomass only
;Hokkaido deciduous forests;pasture;nonveg;;23,30779231;12,93525969;36,24305199;biomass only
;Hokkaido deciduous forests;pasture;other;-0,226859665;;;;soc only
;Hokkaido deciduous forests;pasture;otherland;;6,817766855;-0,750813602;6,066953253;biomass only
;Karakoram-West Tibetan Plateau alpine steppe;cropland;forest;;-1,144997516;-1,796273095;-2,941270611;biomass only
;Karakoram-West Tibetan Plateau alpine steppe;cropland;nonveg;;0,828659155;0,271631618;1,100290774;biomass only
;Karakoram-West Tibetan Plateau alpine steppe;cropland;other;-0,053110089;;;;soc only
;Karakoram-West Tibetan Plateau alpine steppe;cropland;otherland;;0,735633689;-0,167772467;0,567861223;biomass only
;Karakoram-West Tibetan Plateau alpine steppe;cropland;pasture;-0,073732575;0,581585996;-0,375907516;0,20567848;soc + biomass
;Karakoram-West Tibetan Plateau alpine steppe;forest;cropland;;1,144997516;1,796273095;2,941270611;biomass only
;Karakoram-West Tibetan Plateau alpine steppe;forest;nonveg;;1,973656671;2,067904713;4,041561384;biomass only
;Karakoram-West Tibetan Plateau alpine steppe;forest;otherland;;1,880631205;1,628500629;3,509131833;biomass only
;Karakoram-West Tibetan Plateau alpine steppe;forest;pasture;;1,726583512;1,420365579;3,14694909;biomass only
;Karakoram-West Tibetan Plateau alpine steppe;nonveg;cropland;;-0,828659155;-0,271631618;-1,100290774;biomass only
;Karakoram-West Tibetan Plateau alpine steppe;nonveg;forest;;-1,973656671;-2,067904713;-4,041561384;biomass only
;Karakoram-West Tibetan Plateau alpine steppe;nonveg;otherland;;-0,093025466;-0,439404085;-0,532429551;biomass only
